V1,V2,V3
-122.515851114106,48.7146341463415,-9
-122.498889412553,48.7146341463415,45
-122.481927711,48.7146341463415,51
-125.518072289,48.6975609756098,-125
-125.501110587447,48.6975609756098,-119
-125.484148885894,48.6975609756098,-100
-125.467187184341,48.6975609756098,-89
-125.450225482788,48.6975609756098,-87
-125.433263781235,48.6975609756098,-89
-125.416302079682,48.6975609756098,-86
-125.399340378128,48.6975609756098,-69
-125.382378676575,48.6975609756098,-68
-125.365416975022,48.6975609756098,-69
-125.348455273469,48.6975609756098,-71
-125.331493571916,48.6975609756098,-75
-125.314531870363,48.6975609756098,-78
-125.29757016881,48.6975609756098,-81
-125.280608467257,48.6975609756098,-85
-125.263646765704,48.6975609756098,-89
-125.246685064151,48.6975609756098,-87
-125.229723362598,48.6975609756098,-74
-125.212761661045,48.6975609756098,-65
-125.195799959492,48.6975609756098,-58
-125.178838257939,48.6975609756098,-51
-125.161876556385,48.6975609756098,-43
-125.144914854832,48.6975609756098,-36
-125.127953153279,48.6975609756098,-29
-125.110991451726,48.6975609756098,-23
-125.094029750173,48.6975609756098,-19
-125.07706804862,48.6975609756098,-15
-125.060106347067,48.6975609756098,-14
-125.043144645514,48.6975609756098,-11
-125.026182943961,48.6975609756098,-8
-125.009221242408,48.6975609756098,-5
-124.992259540855,48.6975609756098,-1
-124.975297839302,48.6975609756098,0
-124.958336137749,48.6975609756098,3
-124.941374436196,48.6975609756098,70
-124.924412734642,48.6975609756098,106
-124.907451033089,48.6975609756098,65
-124.890489331536,48.6975609756098,74
-124.873527629983,48.6975609756098,92
-124.85656592843,48.6975609756098,200
-124.839604226877,48.6975609756098,250
-124.822642525324,48.6975609756098,128
-124.805680823771,48.6975609756098,20
-124.788719122218,48.6975609756098,94
-124.771757420665,48.6975609756098,124
-124.754795719112,48.6975609756098,44
-124.737834017559,48.6975609756098,118
-124.720872316006,48.6975609756098,434
-124.703910614453,48.6975609756098,516
-124.686948912899,48.6975609756098,541
-124.669987211346,48.6975609756098,575
-124.653025509793,48.6975609756098,288
-124.63606380824,48.6975609756098,481
-124.619102106687,48.6975609756098,335
-124.602140405134,48.6975609756098,369
-124.585178703581,48.6975609756098,656
-124.568217002028,48.6975609756098,474
-124.551255300475,48.6975609756098,387
-124.534293598922,48.6975609756098,509
-124.517331897369,48.6975609756098,803
-124.500370195816,48.6975609756098,811
-124.483408494263,48.6975609756098,672
-124.46644679271,48.6975609756098,638
-124.449485091156,48.6975609756098,456
-124.432523389603,48.6975609756098,326
-124.41556168805,48.6975609756098,328
-124.398599986497,48.6975609756098,450
-124.381638284944,48.6975609756098,557
-124.364676583391,48.6975609756098,594
-124.347714881838,48.6975609756098,545
-124.330753180285,48.6975609756098,554
-124.313791478732,48.6975609756098,456
-124.296829777179,48.6975609756098,797
-124.279868075626,48.6975609756098,763
-124.262906374073,48.6975609756098,716
-124.24594467252,48.6975609756098,656
-124.228982970966,48.6975609756098,532
-124.212021269413,48.6975609756098,282
-124.19505956786,48.6975609756098,471
-124.178097866307,48.6975609756098,643
-124.161136164754,48.6975609756098,707
-124.144174463201,48.6975609756098,503
-124.127212761648,48.6975609756098,272
-124.110251060095,48.6975609756098,320
-124.093289358542,48.6975609756098,457
-124.076327656989,48.6975609756098,577
-124.059365955436,48.6975609756098,605
-124.042404253883,48.6975609756098,708
-124.02544255233,48.6975609756098,698
-124.008480850777,48.6975609756098,663
-123.991519149223,48.6975609756098,652
-123.97455744767,48.6975609756098,752
-123.957595746117,48.6975609756098,871
-123.940634044564,48.6975609756098,711
-123.923672343011,48.6975609756098,611
-123.906710641458,48.6975609756098,570
-123.889748939905,48.6975609756098,495
-123.872787238352,48.6975609756098,536
-123.855825536799,48.6975609756098,484
-123.838863835246,48.6975609756098,430
-123.821902133693,48.6975609756098,561
-123.80494043214,48.6975609756098,670
-123.787978730587,48.6975609756098,739
-123.771017029034,48.6975609756098,787
-123.75405532748,48.6975609756098,633
-123.737093625927,48.6975609756098,212
-123.720131924374,48.6975609756098,279
-123.703170222821,48.6975609756098,416
-123.686208521268,48.6975609756098,228
-123.669246819715,48.6975609756098,230
-123.652285118162,48.6975609756098,111
-123.635323416609,48.6975609756098,135
-123.618361715056,48.6975609756098,112
-123.601400013503,48.6975609756098,104
-123.58443831195,48.6975609756098,95
-123.567476610397,48.6975609756098,78
-123.550514908844,48.6975609756098,3
-123.53355320729,48.6975609756098,0
-123.516591505737,48.6975609756098,0
-123.499629804184,48.6975609756098,0
-123.482668102631,48.6975609756098,-1
-123.465706401078,48.6975609756098,0
-123.448744699525,48.6975609756098,0
-123.431782997972,48.6975609756098,-1
-123.414821296419,48.6975609756098,0
-123.397859594866,48.6975609756098,0
-123.380897893313,48.6975609756098,0
-123.36393619176,48.6975609756098,0
-123.346974490207,48.6975609756098,0
-123.330012788654,48.6975609756098,0
-123.313051087101,48.6975609756098,0
-123.296089385547,48.6975609756098,-7
-123.279127683994,48.6975609756098,-68
-123.262165982441,48.6975609756098,-257
-123.245204280888,48.6975609756098,-320
-123.228242579335,48.6975609756098,-201
-123.211280877782,48.6975609756098,-161
-123.194319176229,48.6975609756098,-143
-123.177357474676,48.6975609756098,-158
-123.160395773123,48.6975609756098,-142
-123.14343407157,48.6975609756098,-128
-123.126472370017,48.6975609756098,-122
-123.109510668464,48.6975609756098,-102
-123.092548966911,48.6975609756098,-54
-123.075587265358,48.6975609756098,-30
-123.058625563804,48.6975609756098,-7
-123.041663862251,48.6975609756098,1
-123.024702160698,48.6975609756098,46
-123.007740459145,48.6975609756098,54
-122.990778757592,48.6975609756098,-72
-122.973817056039,48.6975609756098,-178
-122.956855354486,48.6975609756098,-125
-122.939893652933,48.6975609756098,-7
-122.92293195138,48.6975609756098,82
-122.905970249827,48.6975609756098,51
-122.889008548274,48.6975609756098,14
-122.872046846721,48.6975609756098,46
-122.855085145168,48.6975609756098,141
-122.838123443615,48.6975609756098,-33
-122.821161742061,48.6975609756098,-57
-122.804200040508,48.6975609756098,-65
-122.787238338955,48.6975609756098,-90
-122.770276637402,48.6975609756098,-41
-122.753314935849,48.6975609756098,-11
-122.736353234296,48.6975609756098,-89
-122.719391532743,48.6975609756098,-89
-122.70242983119,48.6975609756098,-75
-122.685468129637,48.6975609756098,-53
-122.668506428084,48.6975609756098,-2
-122.651544726531,48.6975609756098,1
-122.634583024978,48.6975609756098,-4
-122.617621323425,48.6975609756098,-1
-122.600659621872,48.6975609756098,13
-122.583697920318,48.6975609756098,-27
-122.566736218765,48.6975609756098,-28
-122.549774517212,48.6975609756098,-29
-122.532812815659,48.6975609756098,-27
-122.515851114106,48.6975609756098,-22
-122.498889412553,48.6975609756098,3
-122.481927711,48.6975609756098,136
-125.518072289,48.680487804878,-150
-125.501110587447,48.680487804878,-131
-125.484148885894,48.680487804878,-96
-125.467187184341,48.680487804878,-80
-125.450225482788,48.680487804878,-79
-125.433263781235,48.680487804878,-85
-125.416302079682,48.680487804878,-83
-125.399340378128,48.680487804878,-68
-125.382378676575,48.680487804878,-68
-125.365416975022,48.680487804878,-70
-125.348455273469,48.680487804878,-77
-125.331493571916,48.680487804878,-83
-125.314531870363,48.680487804878,-88
-125.29757016881,48.680487804878,-92
-125.280608467257,48.680487804878,-95
-125.263646765704,48.680487804878,-95
-125.246685064151,48.680487804878,-93
-125.229723362598,48.680487804878,-85
-125.212761661045,48.680487804878,-77
-125.195799959492,48.680487804878,-70
-125.178838257939,48.680487804878,-63
-125.161876556385,48.680487804878,-57
-125.144914854832,48.680487804878,-50
-125.127953153279,48.680487804878,-44
-125.110991451726,48.680487804878,-39
-125.094029750173,48.680487804878,-34
-125.07706804862,48.680487804878,-30
-125.060106347067,48.680487804878,-26
-125.043144645514,48.680487804878,-23
-125.026182943961,48.680487804878,-20
-125.009221242408,48.680487804878,-19
-124.992259540855,48.680487804878,-13
-124.975297839302,48.680487804878,-9
-124.958336137749,48.680487804878,-6
-124.941374436196,48.680487804878,-3
-124.924412734642,48.680487804878,-1
-124.907451033089,48.680487804878,10
-124.890489331536,48.680487804878,68
-124.873527629983,48.680487804878,55
-124.85656592843,48.680487804878,38
-124.839604226877,48.680487804878,32
-124.822642525324,48.680487804878,32
-124.805680823771,48.680487804878,184
-124.788719122218,48.680487804878,193
-124.771757420665,48.680487804878,39
-124.754795719112,48.680487804878,110
-124.737834017559,48.680487804878,360
-124.720872316006,48.680487804878,794
-124.703910614453,48.680487804878,717
-124.686948912899,48.680487804878,413
-124.669987211346,48.680487804878,267
-124.653025509793,48.680487804878,433
-124.63606380824,48.680487804878,440
-124.619102106687,48.680487804878,417
-124.602140405134,48.680487804878,312
-124.585178703581,48.680487804878,583
-124.568217002028,48.680487804878,497
-124.551255300475,48.680487804878,358
-124.534293598922,48.680487804878,513
-124.517331897369,48.680487804878,639
-124.500370195816,48.680487804878,830
-124.483408494263,48.680487804878,524
-124.46644679271,48.680487804878,399
-124.449485091156,48.680487804878,408
-124.432523389603,48.680487804878,284
-124.41556168805,48.680487804878,295
-124.398599986497,48.680487804878,544
-124.381638284944,48.680487804878,477
-124.364676583391,48.680487804878,486
-124.347714881838,48.680487804878,704
-124.330753180285,48.680487804878,754
-124.313791478732,48.680487804878,422
-124.296829777179,48.680487804878,525
-124.279868075626,48.680487804878,507
-124.262906374073,48.680487804878,546
-124.24594467252,48.680487804878,478
-124.228982970966,48.680487804878,570
-124.212021269413,48.680487804878,303
-124.19505956786,48.680487804878,638
-124.178097866307,48.680487804878,540
-124.161136164754,48.680487804878,601
-124.144174463201,48.680487804878,444
-124.127212761648,48.680487804878,287
-124.110251060095,48.680487804878,396
-124.093289358542,48.680487804878,493
-124.076327656989,48.680487804878,660
-124.059365955436,48.680487804878,757
-124.042404253883,48.680487804878,589
-124.02544255233,48.680487804878,680
-124.008480850777,48.680487804878,810
-123.991519149223,48.680487804878,632
-123.97455744767,48.680487804878,729
-123.957595746117,48.680487804878,760
-123.940634044564,48.680487804878,958
-123.923672343011,48.680487804878,796
-123.906710641458,48.680487804878,541
-123.889748939905,48.680487804878,479
-123.872787238352,48.680487804878,543
-123.855825536799,48.680487804878,544
-123.838863835246,48.680487804878,551
-123.821902133693,48.680487804878,444
-123.80494043214,48.680487804878,596
-123.787978730587,48.680487804878,754
-123.771017029034,48.680487804878,690
-123.75405532748,48.680487804878,548
-123.737093625927,48.680487804878,368
-123.720131924374,48.680487804878,235
-123.703170222821,48.680487804878,270
-123.686208521268,48.680487804878,233
-123.669246819715,48.680487804878,155
-123.652285118162,48.680487804878,132
-123.635323416609,48.680487804878,156
-123.618361715056,48.680487804878,208
-123.601400013503,48.680487804878,109
-123.58443831195,48.680487804878,102
-123.567476610397,48.680487804878,110
-123.550514908844,48.680487804878,92
-123.53355320729,48.680487804878,1
-123.516591505737,48.680487804878,0
-123.499629804184,48.680487804878,0
-123.482668102631,48.680487804878,0
-123.465706401078,48.680487804878,40
-123.448744699525,48.680487804878,66
-123.431782997972,48.680487804878,68
-123.414821296419,48.680487804878,18
-123.397859594866,48.680487804878,0
-123.380897893313,48.680487804878,3
-123.36393619176,48.680487804878,0
-123.346974490207,48.680487804878,0
-123.330012788654,48.680487804878,0
-123.313051087101,48.680487804878,-1
-123.296089385547,48.680487804878,-11
-123.279127683994,48.680487804878,-66
-123.262165982441,48.680487804878,-297
-123.245204280888,48.680487804878,-319
-123.228242579335,48.680487804878,-79
-123.211280877782,48.680487804878,13
-123.194319176229,48.680487804878,-4
-123.177357474676,48.680487804878,-15
-123.160395773123,48.680487804878,-61
-123.14343407157,48.680487804878,-84
-123.126472370017,48.680487804878,-83
-123.109510668464,48.680487804878,-87
-123.092548966911,48.680487804878,-69
-123.075587265358,48.680487804878,-61
-123.058625563804,48.680487804878,-32
-123.041663862251,48.680487804878,-16
-123.024702160698,48.680487804878,-4
-123.007740459145,48.680487804878,-84
-122.990778757592,48.680487804878,-186
-122.973817056039,48.680487804878,-170
-122.956855354486,48.680487804878,-6
-122.939893652933,48.680487804878,47
-122.92293195138,48.680487804878,95
-122.905970249827,48.680487804878,-5
-122.889008548274,48.680487804878,-21
-122.872046846721,48.680487804878,-2
-122.855085145168,48.680487804878,258
-122.838123443615,48.680487804878,523
-122.821161742061,48.680487804878,519
-122.804200040508,48.680487804878,47
-122.787238338955,48.680487804878,-79
-122.770276637402,48.680487804878,-103
-122.753314935849,48.680487804878,-92
-122.736353234296,48.680487804878,-91
-122.719391532743,48.680487804878,-90
-122.70242983119,48.680487804878,-87
-122.685468129637,48.680487804878,-77
-122.668506428084,48.680487804878,-46
-122.651544726531,48.680487804878,41
-122.634583024978,48.680487804878,227
-122.617621323425,48.680487804878,-8
-122.600659621872,48.680487804878,-21
-122.583697920318,48.680487804878,-28
-122.566736218765,48.680487804878,-27
-122.549774517212,48.680487804878,-25
-122.532812815659,48.680487804878,-23
-122.515851114106,48.680487804878,-21
-122.498889412553,48.680487804878,-15
-122.481927711,48.680487804878,162
-125.518072289,48.6634146341463,-105
-125.501110587447,48.6634146341463,-87
-125.484148885894,48.6634146341463,-66
-125.467187184341,48.6634146341463,-65
-125.450225482788,48.6634146341463,-67
-125.433263781235,48.6634146341463,-67
-125.416302079682,48.6634146341463,-64
-125.399340378128,48.6634146341463,-66
-125.382378676575,48.6634146341463,-70
-125.365416975022,48.6634146341463,-77
-125.348455273469,48.6634146341463,-87
-125.331493571916,48.6634146341463,-95
-125.314531870363,48.6634146341463,-101
-125.29757016881,48.6634146341463,-103
-125.280608467257,48.6634146341463,-101
-125.263646765704,48.6634146341463,-99
-125.246685064151,48.6634146341463,-98
-125.229723362598,48.6634146341463,-93
-125.212761661045,48.6634146341463,-87
-125.195799959492,48.6634146341463,-81
-125.178838257939,48.6634146341463,-75
-125.161876556385,48.6634146341463,-70
-125.144914854832,48.6634146341463,-64
-125.127953153279,48.6634146341463,-58
-125.110991451726,48.6634146341463,-54
-125.094029750173,48.6634146341463,-49
-125.07706804862,48.6634146341463,-44
-125.060106347067,48.6634146341463,-40
-125.043144645514,48.6634146341463,-35
-125.026182943961,48.6634146341463,-32
-125.009221242408,48.6634146341463,-30
-124.992259540855,48.6634146341463,-24
-124.975297839302,48.6634146341463,-20
-124.958336137749,48.6634146341463,-17
-124.941374436196,48.6634146341463,-13
-124.924412734642,48.6634146341463,-10
-124.907451033089,48.6634146341463,-7
-124.890489331536,48.6634146341463,-4
-124.873527629983,48.6634146341463,-2
-124.85656592843,48.6634146341463,0
-124.839604226877,48.6634146341463,28
-124.822642525324,48.6634146341463,30
-124.805680823771,48.6634146341463,49
-124.788719122218,48.6634146341463,34
-124.771757420665,48.6634146341463,91
-124.754795719112,48.6634146341463,189
-124.737834017559,48.6634146341463,392
-124.720872316006,48.6634146341463,652
-124.703910614453,48.6634146341463,344
-124.686948912899,48.6634146341463,221
-124.669987211346,48.6634146341463,572
-124.653025509793,48.6634146341463,598
-124.63606380824,48.6634146341463,716
-124.619102106687,48.6634146341463,497
-124.602140405134,48.6634146341463,285
-124.585178703581,48.6634146341463,374
-124.568217002028,48.6634146341463,470
-124.551255300475,48.6634146341463,506
-124.534293598922,48.6634146341463,740
-124.517331897369,48.6634146341463,587
-124.500370195816,48.6634146341463,537
-124.483408494263,48.6634146341463,660
-124.46644679271,48.6634146341463,489
-124.449485091156,48.6634146341463,293
-124.432523389603,48.6634146341463,375
-124.41556168805,48.6634146341463,624
-124.398599986497,48.6634146341463,740
-124.381638284944,48.6634146341463,458
-124.364676583391,48.6634146341463,705
-124.347714881838,48.6634146341463,760
-124.330753180285,48.6634146341463,623
-124.313791478732,48.6634146341463,562
-124.296829777179,48.6634146341463,446
-124.279868075626,48.6634146341463,415
-124.262906374073,48.6634146341463,221
-124.24594467252,48.6634146341463,576
-124.228982970966,48.6634146341463,424
-124.212021269413,48.6634146341463,289
-124.19505956786,48.6634146341463,583
-124.178097866307,48.6634146341463,422
-124.161136164754,48.6634146341463,440
-124.144174463201,48.6634146341463,496
-124.127212761648,48.6634146341463,299
-124.110251060095,48.6634146341463,578
-124.093289358542,48.6634146341463,710
-124.076327656989,48.6634146341463,625
-124.059365955436,48.6634146341463,666
-124.042404253883,48.6634146341463,550
-124.02544255233,48.6634146341463,803
-124.008480850777,48.6634146341463,825
-123.991519149223,48.6634146341463,603
-123.97455744767,48.6634146341463,679
-123.957595746117,48.6634146341463,631
-123.940634044564,48.6634146341463,646
-123.923672343011,48.6634146341463,599
-123.906710641458,48.6634146341463,552
-123.889748939905,48.6634146341463,490
-123.872787238352,48.6634146341463,424
-123.855825536799,48.6634146341463,525
-123.838863835246,48.6634146341463,592
-123.821902133693,48.6634146341463,598
-123.80494043214,48.6634146341463,461
-123.787978730587,48.6634146341463,718
-123.771017029034,48.6634146341463,766
-123.75405532748,48.6634146341463,693
-123.737093625927,48.6634146341463,478
-123.720131924374,48.6634146341463,252
-123.703170222821,48.6634146341463,164
-123.686208521268,48.6634146341463,178
-123.669246819715,48.6634146341463,180
-123.652285118162,48.6634146341463,164
-123.635323416609,48.6634146341463,130
-123.618361715056,48.6634146341463,115
-123.601400013503,48.6634146341463,100
-123.58443831195,48.6634146341463,82
-123.567476610397,48.6634146341463,71
-123.550514908844,48.6634146341463,75
-123.53355320729,48.6634146341463,0
-123.516591505737,48.6634146341463,0
-123.499629804184,48.6634146341463,0
-123.482668102631,48.6634146341463,0
-123.465706401078,48.6634146341463,1
-123.448744699525,48.6634146341463,4
-123.431782997972,48.6634146341463,16
-123.414821296419,48.6634146341463,2
-123.397859594866,48.6634146341463,0
-123.380897893313,48.6634146341463,0
-123.36393619176,48.6634146341463,0
-123.346974490207,48.6634146341463,0
-123.330012788654,48.6634146341463,0
-123.313051087101,48.6634146341463,0
-123.296089385547,48.6634146341463,0
-123.279127683994,48.6634146341463,-11
-123.262165982441,48.6634146341463,-199
-123.245204280888,48.6634146341463,-290
-123.228242579335,48.6634146341463,-267
-123.211280877782,48.6634146341463,-100
-123.194319176229,48.6634146341463,-9
-123.177357474676,48.6634146341463,-1
-123.160395773123,48.6634146341463,-6
-123.14343407157,48.6634146341463,-18
-123.126472370017,48.6634146341463,-72
-123.109510668464,48.6634146341463,-101
-123.092548966911,48.6634146341463,-102
-123.075587265358,48.6634146341463,-87
-123.058625563804,48.6634146341463,-86
-123.041663862251,48.6634146341463,-104
-123.024702160698,48.6634146341463,-170
-123.007740459145,48.6634146341463,-184
-122.990778757592,48.6634146341463,-138
-122.973817056039,48.6634146341463,37
-122.956855354486,48.6634146341463,328
-122.939893652933,48.6634146341463,108
-122.92293195138,48.6634146341463,70
-122.905970249827,48.6634146341463,5
-122.889008548274,48.6634146341463,-25
-122.872046846721,48.6634146341463,-13
-122.855085145168,48.6634146341463,285
-122.838123443615,48.6634146341463,485
-122.821161742061,48.6634146341463,621
-122.804200040508,48.6634146341463,349
-122.787238338955,48.6634146341463,441
-122.770276637402,48.6634146341463,117
-122.753314935849,48.6634146341463,-66
-122.736353234296,48.6634146341463,-80
-122.719391532743,48.6634146341463,-90
-122.70242983119,48.6634146341463,-89
-122.685468129637,48.6634146341463,-82
-122.668506428084,48.6634146341463,-65
-122.651544726531,48.6634146341463,-65
-122.634583024978,48.6634146341463,1
-122.617621323425,48.6634146341463,320
-122.600659621872,48.6634146341463,-11
-122.583697920318,48.6634146341463,-24
-122.566736218765,48.6634146341463,-26
-122.549774517212,48.6634146341463,-19
-122.532812815659,48.6634146341463,-19
-122.515851114106,48.6634146341463,-20
-122.498889412553,48.6634146341463,-5
-122.481927711,48.6634146341463,137
-125.518072289,48.6463414634146,-65
-125.501110587447,48.6463414634146,-65
-125.484148885894,48.6463414634146,-70
-125.467187184341,48.6463414634146,-69
-125.450225482788,48.6463414634146,-69
-125.433263781235,48.6463414634146,-69
-125.416302079682,48.6463414634146,-70
-125.399340378128,48.6463414634146,-81
-125.382378676575,48.6463414634146,-89
-125.365416975022,48.6463414634146,-93
-125.348455273469,48.6463414634146,-98
-125.331493571916,48.6463414634146,-108
-125.314531870363,48.6463414634146,-108
-125.29757016881,48.6463414634146,-108
-125.280608467257,48.6463414634146,-107
-125.263646765704,48.6463414634146,-105
-125.246685064151,48.6463414634146,-102
-125.229723362598,48.6463414634146,-101
-125.212761661045,48.6463414634146,-97
-125.195799959492,48.6463414634146,-92
-125.178838257939,48.6463414634146,-88
-125.161876556385,48.6463414634146,-83
-125.144914854832,48.6463414634146,-77
-125.127953153279,48.6463414634146,-72
-125.110991451726,48.6463414634146,-65
-125.094029750173,48.6463414634146,-63
-125.07706804862,48.6463414634146,-58
-125.060106347067,48.6463414634146,-53
-125.043144645514,48.6463414634146,-47
-125.026182943961,48.6463414634146,-43
-125.009221242408,48.6463414634146,-40
-124.992259540855,48.6463414634146,-35
-124.975297839302,48.6463414634146,-31
-124.958336137749,48.6463414634146,-27
-124.941374436196,48.6463414634146,-24
-124.924412734642,48.6463414634146,-22
-124.907451033089,48.6463414634146,-19
-124.890489331536,48.6463414634146,-16
-124.873527629983,48.6463414634146,-14
-124.85656592843,48.6463414634146,-10
-124.839604226877,48.6463414634146,-6
-124.822642525324,48.6463414634146,-2
-124.805680823771,48.6463414634146,19
-124.788719122218,48.6463414634146,61
-124.771757420665,48.6463414634146,79
-124.754795719112,48.6463414634146,162
-124.737834017559,48.6463414634146,248
-124.720872316006,48.6463414634146,273
-124.703910614453,48.6463414634146,237
-124.686948912899,48.6463414634146,530
-124.669987211346,48.6463414634146,735
-124.653025509793,48.6463414634146,646
-124.63606380824,48.6463414634146,714
-124.619102106687,48.6463414634146,549
-124.602140405134,48.6463414634146,267
-124.585178703581,48.6463414634146,315
-124.568217002028,48.6463414634146,337
-124.551255300475,48.6463414634146,667
-124.534293598922,48.6463414634146,844
-124.517331897369,48.6463414634146,831
-124.500370195816,48.6463414634146,658
-124.483408494263,48.6463414634146,496
-124.46644679271,48.6463414634146,231
-124.449485091156,48.6463414634146,270
-124.432523389603,48.6463414634146,558
-124.41556168805,48.6463414634146,903
-124.398599986497,48.6463414634146,707
-124.381638284944,48.6463414634146,364
-124.364676583391,48.6463414634146,597
-124.347714881838,48.6463414634146,730
-124.330753180285,48.6463414634146,884
-124.313791478732,48.6463414634146,677
-124.296829777179,48.6463414634146,474
-124.279868075626,48.6463414634146,520
-124.262906374073,48.6463414634146,207
-124.24594467252,48.6463414634146,469
-124.228982970966,48.6463414634146,333
-124.212021269413,48.6463414634146,369
-124.19505956786,48.6463414634146,720
-124.178097866307,48.6463414634146,313
-124.161136164754,48.6463414634146,381
-124.144174463201,48.6463414634146,510
-124.127212761648,48.6463414634146,562
-124.110251060095,48.6463414634146,695
-124.093289358542,48.6463414634146,687
-124.076327656989,48.6463414634146,580
-124.059365955436,48.6463414634146,472
-124.042404253883,48.6463414634146,649
-124.02544255233,48.6463414634146,798
-124.008480850777,48.6463414634146,896
-123.991519149223,48.6463414634146,623
-123.97455744767,48.6463414634146,639
-123.957595746117,48.6463414634146,736
-123.940634044564,48.6463414634146,600
-123.923672343011,48.6463414634146,548
-123.906710641458,48.6463414634146,578
-123.889748939905,48.6463414634146,518
-123.872787238352,48.6463414634146,377
-123.855825536799,48.6463414634146,427
-123.838863835246,48.6463414634146,393
-123.821902133693,48.6463414634146,418
-123.80494043214,48.6463414634146,448
-123.787978730587,48.6463414634146,407
-123.771017029034,48.6463414634146,439
-123.75405532748,48.6463414634146,391
-123.737093625927,48.6463414634146,259
-123.720131924374,48.6463414634146,171
-123.703170222821,48.6463414634146,198
-123.686208521268,48.6463414634146,222
-123.669246819715,48.6463414634146,172
-123.652285118162,48.6463414634146,143
-123.635323416609,48.6463414634146,127
-123.618361715056,48.6463414634146,161
-123.601400013503,48.6463414634146,124
-123.58443831195,48.6463414634146,88
-123.567476610397,48.6463414634146,67
-123.550514908844,48.6463414634146,0
-123.53355320729,48.6463414634146,-1
-123.516591505737,48.6463414634146,0
-123.499629804184,48.6463414634146,0
-123.482668102631,48.6463414634146,0
-123.465706401078,48.6463414634146,-1
-123.448744699525,48.6463414634146,1
-123.431782997972,48.6463414634146,18
-123.414821296419,48.6463414634146,15
-123.397859594866,48.6463414634146,3
-123.380897893313,48.6463414634146,0
-123.36393619176,48.6463414634146,0
-123.346974490207,48.6463414634146,0
-123.330012788654,48.6463414634146,0
-123.313051087101,48.6463414634146,0
-123.296089385547,48.6463414634146,-1
-123.279127683994,48.6463414634146,-11
-123.262165982441,48.6463414634146,-112
-123.245204280888,48.6463414634146,-197
-123.228242579335,48.6463414634146,-242
-123.211280877782,48.6463414634146,-212
-123.194319176229,48.6463414634146,-187
-123.177357474676,48.6463414634146,-152
-123.160395773123,48.6463414634146,-111
-123.14343407157,48.6463414634146,-28
-123.126472370017,48.6463414634146,-10
-123.109510668464,48.6463414634146,-70
-123.092548966911,48.6463414634146,-106
-123.075587265358,48.6463414634146,-98
-123.058625563804,48.6463414634146,-174
-123.041663862251,48.6463414634146,-167
-123.024702160698,48.6463414634146,-180
-123.007740459145,48.6463414634146,-131
-122.990778757592,48.6463414634146,78
-122.973817056039,48.6463414634146,94
-122.956855354486,48.6463414634146,234
-122.939893652933,48.6463414634146,55
-122.92293195138,48.6463414634146,75
-122.905970249827,48.6463414634146,83
-122.889008548274,48.6463414634146,-18
-122.872046846721,48.6463414634146,-23
-122.855085145168,48.6463414634146,9
-122.838123443615,48.6463414634146,186
-122.821161742061,48.6463414634146,296
-122.804200040508,48.6463414634146,302
-122.787238338955,48.6463414634146,303
-122.770276637402,48.6463414634146,86
-122.753314935849,48.6463414634146,16
-122.736353234296,48.6463414634146,-43
-122.719391532743,48.6463414634146,-90
-122.70242983119,48.6463414634146,-84
-122.685468129637,48.6463414634146,-74
-122.668506428084,48.6463414634146,-56
-122.651544726531,48.6463414634146,-68
-122.634583024978,48.6463414634146,-57
-122.617621323425,48.6463414634146,-45
-122.600659621872,48.6463414634146,-14
-122.583697920318,48.6463414634146,-8
-122.566736218765,48.6463414634146,-22
-122.549774517212,48.6463414634146,-14
-122.532812815659,48.6463414634146,-13
-122.515851114106,48.6463414634146,-15
-122.498889412553,48.6463414634146,-12
-122.481927711,48.6463414634146,135
-125.518072289,48.6292682926829,-76
-125.501110587447,48.6292682926829,-80
-125.484148885894,48.6292682926829,-82
-125.467187184341,48.6292682926829,-82
-125.450225482788,48.6292682926829,-82
-125.433263781235,48.6292682926829,-83
-125.416302079682,48.6292682926829,-90
-125.399340378128,48.6292682926829,-101
-125.382378676575,48.6292682926829,-108
-125.365416975022,48.6292682926829,-110
-125.348455273469,48.6292682926829,-112
-125.331493571916,48.6292682926829,-105
-125.314531870363,48.6292682926829,-108
-125.29757016881,48.6292682926829,-109
-125.280608467257,48.6292682926829,-108
-125.263646765704,48.6292682926829,-108
-125.246685064151,48.6292682926829,-109
-125.229723362598,48.6292682926829,-105
-125.212761661045,48.6292682926829,-104
-125.195799959492,48.6292682926829,-103
-125.178838257939,48.6292682926829,-100
-125.161876556385,48.6292682926829,-97
-125.144914854832,48.6292682926829,-93
-125.127953153279,48.6292682926829,-87
-125.110991451726,48.6292682926829,-84
-125.094029750173,48.6292682926829,-74
-125.07706804862,48.6292682926829,-70
-125.060106347067,48.6292682926829,-66
-125.043144645514,48.6292682926829,-59
-125.026182943961,48.6292682926829,-53
-125.009221242408,48.6292682926829,-49
-124.992259540855,48.6292682926829,-44
-124.975297839302,48.6292682926829,-41
-124.958336137749,48.6292682926829,-38
-124.941374436196,48.6292682926829,-36
-124.924412734642,48.6292682926829,-33
-124.907451033089,48.6292682926829,-31
-124.890489331536,48.6292682926829,-28
-124.873527629983,48.6292682926829,-26
-124.85656592843,48.6292682926829,-22
-124.839604226877,48.6292682926829,-18
-124.822642525324,48.6292682926829,-15
-124.805680823771,48.6292682926829,-6
-124.788719122218,48.6292682926829,0
-124.771757420665,48.6292682926829,43
