"Vessel"	"StratumID"	"GPSIndex"	"GpsT.UTC"	"GpsT.PST"	"Latitude"	"Longitude"	"Speed"	"Heading"	"Status"	"Final.T.ID"	"ONSEQ_ID"	"Platform"	"Port.Obs"	"Stbd.Obs"	"E_Instr"	"Data"	"Port.BE"	"Stbd.BE"	"Port.Vis"	"Bf"	"Stbd.Vis"	"Swell"	"Glare"	"L.G.Limit"	"R.G.Limit"	"CloudCover"	"Precip"	"Temp.C."
"MB"	"NA"	696	2021-02-08 21:01:14	2021-02-08 13:01:14	49.35557	-123.3347	10.22	93.14	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	"NA"	"NA"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	697	2021-02-08 21:01:24	2021-02-08 13:01:24	49.35558	-123.333973333333	10.34	85.69	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	698	2021-02-08 21:01:34	2021-02-08 13:01:34	49.3556133333333	-123.333236666667	10.38	91.35	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	699	2021-02-08 21:01:44	2021-02-08 13:01:44	49.3555883333333	-123.332505	10.32	91.35	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	700	2021-02-08 21:01:54	2021-02-08 13:01:54	49.355565	-123.331775	10.34	94.51	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	701	2021-02-08 21:02:04	2021-02-08 13:02:04	49.3555283333333	-123.331058333333	10.13	95.24	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	702	2021-02-08 21:02:13	2021-02-08 13:02:13	49.35549	-123.330405	10.53	93.82	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	703	2021-02-08 21:02:14	2021-02-08 13:02:14	49.3554833333333	-123.330331666667	10.52	96.34	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	704	2021-02-08 21:02:24	2021-02-08 13:02:24	49.3554383333333	-123.329613333333	10.41	93.61	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	705	2021-02-08 21:02:34	2021-02-08 13:02:34	49.3554183333333	-123.328893333333	10.24	91.49	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	706	2021-02-08 21:02:44	2021-02-08 13:02:44	49.35543	-123.328176666667	9.85	86.9	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	707	2021-02-08 21:02:54	2021-02-08 13:02:54	49.3554816666667	-123.32746	10.07	83.56	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	708	2021-02-08 21:02:58	2021-02-08 13:02:58	49.3554883333333	-123.327181666667	9.79	91.77	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	709	2021-02-08 21:03:08	2021-02-08 13:03:08	49.3554933333333	-123.326465	9.98	90.08	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	710	2021-02-08 21:03:14	2021-02-08 13:03:14	49.3554783333333	-123.326038333333	10.21	92.85	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	711	2021-02-08 21:03:24	2021-02-08 13:03:24	49.3554683333333	-123.32532	10.28	94.19	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	712	2021-02-08 21:03:34	2021-02-08 13:03:34	49.355435	-123.324621666667	10.12	90.28	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	713	2021-02-08 21:03:44	2021-02-08 13:03:44	49.3554116666667	-123.323905	10.01	91.26	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	714	2021-02-08 21:03:54	2021-02-08 13:03:54	49.3554433333333	-123.323198333333	10.13	82.16	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	715	2021-02-08 21:04:04	2021-02-08 13:04:04	49.3555033333333	-123.3225	10.01	84.94	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	716	2021-02-08 21:04:15	2021-02-08 13:04:15	49.35549	-123.321783333333	9.9	92.69	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	717	2021-02-08 21:04:25	2021-02-08 13:04:25	49.355475	-123.32101	10.44	93.37	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	718	2021-02-08 21:04:35	2021-02-08 13:04:35	49.3554233333333	-123.320318333333	10.09	94.64	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	719	2021-02-08 21:04:45	2021-02-08 13:04:45	49.3554183333333	-123.31967	9.94	87.47	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	720	2021-02-08 21:04:55	2021-02-08 13:04:55	49.35546	-123.318895	9.94	86.11	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	721	2021-02-08 21:05:05	2021-02-08 13:05:05	49.3554616666667	-123.318178333333	10.25	91.36	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	722	2021-02-08 21:05:15	2021-02-08 13:05:15	49.3554916666667	-123.317528333333	10.32	87.19	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	723	2021-02-08 21:05:25	2021-02-08 13:05:25	49.3555	-123.316731666667	10.24	89.98	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	724	2021-02-08 21:05:35	2021-02-08 13:05:35	49.355435	-123.316033333333	10.03	96.06	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	725	2021-02-08 21:05:45	2021-02-08 13:05:45	49.3554133333333	-123.315376666667	10.16	90.39	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	726	2021-02-08 21:05:55	2021-02-08 13:05:55	49.3554216666667	-123.31459	9.99	88.99	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	727	2021-02-08 21:06:05	2021-02-08 13:06:05	49.3554316666667	-123.313863333333	10.74	85.62	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	728	2021-02-08 21:06:13	2021-02-08 13:06:13	49.35544	-123.313298333333	10.11	88.93	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	729	2021-02-08 21:06:15	2021-02-08 13:06:15	49.355445	-123.313228333333	10.08	87.57	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	730	2021-02-08 21:06:25	2021-02-08 13:06:25	49.3554533333333	-123.312433333333	10.33	93.22	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	731	2021-02-08 21:06:35	2021-02-08 13:06:35	49.3554116666667	-123.311713333333	10.7	94.73	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	732	2021-02-08 21:06:45	2021-02-08 13:06:45	49.3554116666667	-123.311071666667	10.11	88.02	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	733	2021-02-08 21:06:55	2021-02-08 13:06:55	49.35535	-123.310275	10.15	94.2	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	734	2021-02-08 21:07:05	2021-02-08 13:07:05	49.3553166666667	-123.309543333333	10.47	93.84	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	735	2021-02-08 21:07:15	2021-02-08 13:07:15	49.3553116666667	-123.308803333333	10.54	89.58	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	736	2021-02-08 21:07:25	2021-02-08 13:07:25	49.3553333333333	-123.308085	10.41	86.05	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	737	2021-02-08 21:07:28	2021-02-08 13:07:28	49.355335	-123.307868333333	10.34	88.02	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	738	2021-02-08 21:07:38	2021-02-08 13:07:38	49.355325	-123.307148333333	10.42	93.75	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	739	2021-02-08 21:07:45	2021-02-08 13:07:45	49.3553033333333	-123.306648333333	9.97	91.77	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	740	2021-02-08 21:07:55	2021-02-08 13:07:55	49.3552666666667	-123.305913333333	10.5	93.56	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	741	2021-02-08 21:08:05	2021-02-08 13:08:05	49.3552283333333	-123.30519	10.26	91.5	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	742	2021-02-08 21:08:15	2021-02-08 13:08:15	49.35522	-123.304468333333	10.31	90.38	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	743	2021-02-08 21:08:25	2021-02-08 13:08:25	49.3552083333333	-123.30373	10.39	91.66	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	744	2021-02-08 21:08:35	2021-02-08 13:08:35	49.3552016666667	-123.303	10.22	91.83	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	745	2021-02-08 21:08:45	2021-02-08 13:08:45	49.3552066666667	-123.302273333333	10.39	89.09	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	746	2021-02-08 21:08:55	2021-02-08 13:08:55	49.355225	-123.301535	10.16	89.16	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	747	2021-02-08 21:09:05	2021-02-08 13:09:05	49.35525	-123.300803333333	10.52	90.65	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	748	2021-02-08 21:09:15	2021-02-08 13:09:15	49.35526	-123.30007	10.69	87.26	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	749	2021-02-08 21:09:25	2021-02-08 13:09:25	49.3552933333333	-123.299338333333	10.41	84.04	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	750	2021-02-08 21:09:28	2021-02-08 13:09:28	49.3553	-123.29912	10.43	88.48	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	751	2021-02-08 21:09:38	2021-02-08 13:09:38	49.3552966666667	-123.298386666667	10.44	90.3	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	752	2021-02-08 21:09:45	2021-02-08 13:09:45	49.3552866666667	-123.29788	10.35	94.89	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	753	2021-02-08 21:09:55	2021-02-08 13:09:55	49.355275	-123.297148333333	10.57	88.92	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	754	2021-02-08 21:10:05	2021-02-08 13:10:05	49.3553116666667	-123.296401666667	10.48	86	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	755	2021-02-08 21:10:15	2021-02-08 13:10:15	49.3553316666667	-123.295656666667	10.61	86.4	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	756	2021-02-08 21:10:25	2021-02-08 13:10:25	49.355385	-123.29491	10.53	83.44	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	757	2021-02-08 21:10:35	2021-02-08 13:10:35	49.355445	-123.294173333333	10.57	83.36	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	758	2021-02-08 21:10:45	2021-02-08 13:10:45	49.3554483333333	-123.293451666667	10.31	86.86	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	759	2021-02-08 21:10:55	2021-02-08 13:10:55	49.3554283333333	-123.292716666667	10.53	91.42	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	760	2021-02-08 21:11:05	2021-02-08 13:11:05	49.3554	-123.292021666667	9.92	95.98	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	761	2021-02-08 21:11:15	2021-02-08 13:11:15	49.35534	-123.291323333333	9.81	95.67	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	762	2021-02-08 21:11:25	2021-02-08 13:11:25	49.3552466666667	-123.290656666667	10.28	102.78	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	763	2021-02-08 21:11:35	2021-02-08 13:11:35	49.3551366666667	-123.289981666667	9.71	102.21	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	764	2021-02-08 21:11:45	2021-02-08 13:11:45	49.35505	-123.289281666667	9.8	99.95	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	765	2021-02-08 21:11:55	2021-02-08 13:11:55	49.354975	-123.288601666667	9.83	99	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	766	2021-02-08 21:12:05	2021-02-08 13:12:05	49.354935	-123.2879	9.97	94.09	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	767	2021-02-08 21:12:15	2021-02-08 13:12:15	49.3549133333333	-123.28719	10.02	95.56	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	768	2021-02-08 21:12:25	2021-02-08 13:12:25	49.3548816666667	-123.286458333333	10.06	94.6	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	769	2021-02-08 21:12:35	2021-02-08 13:12:35	49.35481	-123.285768333333	9.98	100.35	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	770	2021-02-08 21:12:43	2021-02-08 13:12:43	49.3547516666667	-123.285211666667	10.06	99.49	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	771	2021-02-08 21:12:44	2021-02-08 13:12:44	49.354745	-123.285141666667	10.07	100.75	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	772	2021-02-08 21:12:45	2021-02-08 13:12:45	49.3547416666667	-123.28507	10.07	100.75	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	773	2021-02-08 21:12:55	2021-02-08 13:12:55	49.35469	-123.284363333333	9.9	96.72	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	774	2021-02-08 21:13:05	2021-02-08 13:13:05	49.3546383333333	-123.28367	10.01	96.58	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	775	2021-02-08 21:13:15	2021-02-08 13:13:15	49.3545866666667	-123.282956666667	10.02	97.93	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	776	2021-02-08 21:13:25	2021-02-08 13:13:25	49.3545033333333	-123.282278333333	9.95	101.6	"ON"	"1"	2	"Bo"	"CMcMillan"	"LSpaven"	"7x50 Fujinons"	"EKeppel"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	777	2021-02-08 21:13:35	2021-02-08 13:13:35	49.3544083333333	-123.281633333333	8.13	107.1	"OFF"	"1"	2	"Bo"	NA	NA	NA	NA	"NA"	"NA"	NA	NA	NA	NA	"None"	NA	NA	NA	"Clear"	NA
