"Vessel"	"StratumID"	"GPSIndex"	"GpsT.UTC"	"GpsT.PST"	"Latitude"	"Longitude"	"Speed"	"Heading"	"Status"	"Final.T.ID"	"ONSEQ_ID"	"Platform"	"Port.Obs"	"Stbd.Obs"	"E_Instr"	"Data"	"Port.BE"	"Stbd.BE"	"Port.Vis"	"Bf"	"Stbd.Vis"	"Swell"	"Glare"	"L.G.Limit"	"R.G.Limit"	"CloudCover"	"Precip"	"Temp.C."
"MB"	"NA"	3023	2021-02-09 17:40:45	2021-02-09 09:40:45	48.7318166666667	-123.238626666667	10.32	188.03	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3024	2021-02-09 17:40:55	2021-02-09 09:40:55	48.731335	-123.238678333333	10.69	181.06	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3025	2021-02-09 17:41:05	2021-02-09 09:41:05	48.7308466666667	-123.238663333333	10.58	176.85	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3026	2021-02-09 17:41:15	2021-02-09 09:41:15	48.73036	-123.238616666667	10.45	177.7	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3027	2021-02-09 17:41:26	2021-02-09 09:41:26	48.7298716666667	-123.238638333333	10.67	182.63	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3028	2021-02-09 17:41:35	2021-02-09 09:41:35	48.7293883333333	-123.238655	10.41	182.55	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3029	2021-02-09 17:41:41	2021-02-09 09:41:41	48.7291433333333	-123.238673333333	10.68	183.44	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3030	2021-02-09 17:41:51	2021-02-09 09:41:51	48.7286516666667	-123.238715	10.58	185.98	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3031	2021-02-09 17:42:01	2021-02-09 09:42:01	48.72816	-123.23876	10.91	183.59	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3032	2021-02-09 17:42:05	2021-02-09 09:42:05	48.72791	-123.238773333333	10.71	180.46	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3033	2021-02-09 17:42:15	2021-02-09 09:42:15	48.72741	-123.23879	10.77	182.24	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3034	2021-02-09 17:42:25	2021-02-09 09:42:25	48.7269033333333	-123.23886	11.08	187.34	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3035	2021-02-09 17:42:35	2021-02-09 09:42:35	48.7263916666667	-123.238971666667	10.58	187.88	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3036	2021-02-09 17:42:45	2021-02-09 09:42:45	48.7258833333333	-123.239048333333	10.96	181.33	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3037	2021-02-09 17:42:55	2021-02-09 09:42:55	48.7253783333333	-123.239061666667	10.69	182.28	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3038	2021-02-09 17:43:05	2021-02-09 09:43:05	48.72487	-123.23913	10.84	185.87	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3039	2021-02-09 17:43:15	2021-02-09 09:43:15	48.7243633333333	-123.239203333333	10.74	184.01	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3040	2021-02-09 17:43:26	2021-02-09 09:43:26	48.72387	-123.239266666667	10.66	184.14	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3041	2021-02-09 17:43:35	2021-02-09 09:43:35	48.7233783333333	-123.239356666667	10.68	186.95	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3042	2021-02-09 17:43:45	2021-02-09 09:43:45	48.722885	-123.239475	10.52	188.46	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3043	2021-02-09 17:43:55	2021-02-09 09:43:55	48.7224	-123.239591666667	10.71	188.85	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3044	2021-02-09 17:44:06	2021-02-09 09:44:06	48.72196	-123.23966	10.71	181.79	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3045	2021-02-09 17:44:16	2021-02-09 09:44:16	48.7214116666667	-123.239715	10.53	184.71	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3046	2021-02-09 17:44:26	2021-02-09 09:44:26	48.72092	-123.239818333333	10.71	188.58	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3047	2021-02-09 17:44:36	2021-02-09 09:44:36	48.72042	-123.239913333333	10.85	185.8	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3048	2021-02-09 17:44:41	2021-02-09 09:44:41	48.7201683333333	-123.239971666667	11.27	190.86	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	"NA"	"NA"	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3049	2021-02-09 17:44:51	2021-02-09 09:44:51	48.71967	-123.240138333333	10.77	184.87	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3050	2021-02-09 17:45:01	2021-02-09 09:45:01	48.7191666666667	-123.240176666667	11.14	181.45	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3051	2021-02-09 17:45:06	2021-02-09 09:45:06	48.7189083333333	-123.240181666667	10.97	179.06	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3052	2021-02-09 17:45:16	2021-02-09 09:45:16	48.7184083333333	-123.24021	10.89	182.16	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3053	2021-02-09 17:45:26	2021-02-09 09:45:26	48.7179116666667	-123.240216666667	10.79	176.84	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3054	2021-02-09 17:45:36	2021-02-09 09:45:36	48.7174016666667	-123.240186666667	11.27	176.78	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3055	2021-02-09 17:45:46	2021-02-09 09:45:46	48.716885	-123.240163333333	11.02	176.26	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3056	2021-02-09 17:45:56	2021-02-09 09:45:56	48.7163733333333	-123.240145	11.12	176.52	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3057	2021-02-09 17:46:06	2021-02-09 09:46:06	48.71585	-123.240135	11.18	179.81	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3058	2021-02-09 17:46:16	2021-02-09 09:46:16	48.7153466666667	-123.240168333333	10.88	185.59	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3059	2021-02-09 17:46:26	2021-02-09 09:46:26	48.7148433333333	-123.240196666667	10.73	182.45	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3060	2021-02-09 17:46:36	2021-02-09 09:46:36	48.71434	-123.240278333333	10.77	186.69	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3061	2021-02-09 17:46:46	2021-02-09 09:46:46	48.7138616666667	-123.240313333333	9.72	171.9	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3062	2021-02-09 17:46:56	2021-02-09 09:46:56	48.713375	-123.240278333333	10.7	179.44	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3063	2021-02-09 17:47:06	2021-02-09 09:47:06	48.7128566666667	-123.240245	11.34	180.23	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3064	2021-02-09 17:47:16	2021-02-09 09:47:16	48.7123383333333	-123.240263333333	10.77	184.04	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3065	2021-02-09 17:47:26	2021-02-09 09:47:26	48.7118416666667	-123.240278333333	10.38	179.15	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3066	2021-02-09 17:47:36	2021-02-09 09:47:36	48.7113283333333	-123.240341666667	10.93	185.66	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3067	2021-02-09 17:47:46	2021-02-09 09:47:46	48.7108016666667	-123.240378333333	11.08	183.71	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3068	2021-02-09 17:47:56	2021-02-09 09:47:56	48.7102983333333	-123.240493333333	10.86	191.8	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3069	2021-02-09 17:48:06	2021-02-09 09:48:06	48.7097966666667	-123.240588333333	10.32	188.64	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3070	2021-02-09 17:48:16	2021-02-09 09:48:16	48.7092883333333	-123.240603333333	10.77	176.56	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3071	2021-02-09 17:48:26	2021-02-09 09:48:26	48.708785	-123.240625	10.96	183.29	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3072	2021-02-09 17:48:36	2021-02-09 09:48:36	48.7082683333333	-123.240641666667	11.55	181.86	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3073	2021-02-09 17:48:46	2021-02-09 09:48:46	48.70775	-123.240666666667	10.84	184.21	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3074	2021-02-09 17:48:56	2021-02-09 09:48:56	48.7072466666667	-123.240766666667	10.55	188.26	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3075	2021-02-09 17:49:06	2021-02-09 09:49:06	48.7067366666667	-123.240861666667	11.9	188.62	"ON"	"17"	10	"Bo"	"EKeppel"	"CMcMillan"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	4	"G&E"	"No swell"	"None"	NA	NA	"75% to 99%"	"Clear"	NA
"MB"	"NA"	3076	2021-02-09 17:49:16	2021-02-09 09:49:16	48.7062133333333	-123.240891666667	10.98	180.77	"OFF"	"17"	10	"Bo"	NA	NA	NA	NA	"NA"	"NA"	NA	NA	NA	NA	"None"	NA	NA	NA	"Clear"	NA
"MB"	"NA"	3699	2021-02-09 19:39:38	2021-02-09 11:39:38	48.603435	-123.239131666667	10.38	230.35	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	"NA"	"NA"	"G&E"	3	"G&E"	"No swell"	"Severe"	-85	-64	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3700	2021-02-09 19:39:48	2021-02-09 11:39:48	48.6031283333333	-123.239706666667	10.23	235.06	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3701	2021-02-09 19:39:58	2021-02-09 11:39:58	48.602855	-123.240321666667	10.4	234	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3702	2021-02-09 19:40:08	2021-02-09 11:40:08	48.60256	-123.240915	10.51	234.63	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3703	2021-02-09 19:40:18	2021-02-09 11:40:18	48.6022683333333	-123.24151	10.5	234.87	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3704	2021-02-09 19:40:26	2021-02-09 11:40:26	48.602075	-123.241933333333	10.29	236.8	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3705	2021-02-09 19:40:36	2021-02-09 11:40:36	48.6018483333333	-123.242578333333	10.28	247.39	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3706	2021-02-09 19:40:38	2021-02-09 11:40:38	48.601795	-123.242778333333	10.21	245.75	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3707	2021-02-09 19:40:41	2021-02-09 11:40:41	48.60175	-123.242911666667	10.52	241.93	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3708	2021-02-09 19:40:51	2021-02-09 11:40:51	48.6014883333333	-123.24354	10.65	232.33	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3709	2021-02-09 19:41:01	2021-02-09 11:41:01	48.6011833333333	-123.244116666667	10.32	228.78	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3710	2021-02-09 19:41:08	2021-02-09 11:41:08	48.6009333333333	-123.244536666667	10.01	224.07	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3711	2021-02-09 19:41:18	2021-02-09 11:41:18	48.6006133333333	-123.245081666667	10.43	232.02	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3712	2021-02-09 19:41:28	2021-02-09 11:41:28	48.6003233333333	-123.245678333333	10.21	235.35	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3713	2021-02-09 19:41:38	2021-02-09 11:41:38	48.6000366666667	-123.24625	10.07	228.48	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3714	2021-02-09 19:41:48	2021-02-09 11:41:48	48.59969	-123.246756666667	10.28	216.63	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3715	2021-02-09 19:41:58	2021-02-09 11:41:58	48.599365	-123.247241666667	9.9	226.06	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3716	2021-02-09 19:42:08	2021-02-09 11:42:08	48.5990616666667	-123.247768333333	10.12	234.31	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3717	2021-02-09 19:42:18	2021-02-09 11:42:18	48.5987716666667	-123.248346666667	9.96	236.77	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3718	2021-02-09 19:42:28	2021-02-09 11:42:28	48.5984816666667	-123.248898333333	10.2	224.47	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3719	2021-02-09 19:42:38	2021-02-09 11:42:38	48.598165	-123.249395	10.01	227.28	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3720	2021-02-09 19:42:48	2021-02-09 11:42:48	48.5978633333333	-123.249938333333	10.12	231.62	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3721	2021-02-09 19:42:58	2021-02-09 11:42:58	48.59758	-123.250511666667	10.07	234.06	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3722	2021-02-09 19:43:08	2021-02-09 11:43:08	48.5972916666667	-123.251058333333	10.24	232.33	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3723	2021-02-09 19:43:18	2021-02-09 11:43:18	48.5970033333333	-123.251611666667	10.02	230.02	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3724	2021-02-09 19:43:28	2021-02-09 11:43:28	48.59672	-123.25218	9.97	234.22	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
"MB"	"NA"	3725	2021-02-09 19:43:38	2021-02-09 11:43:38	48.596445	-123.252746666667	10.38	233.39	"ON"	"12"	12	"Bo"	"CMcMillan"	"EKeppel"	"7x50 Fujinons"	"LSpaven"	NA	NA	"G&E"	3	"G&E"	"No swell"	"None"	NA	NA	"50% to 75%"	"Clear"	NA
