"Vessel"	"GPSIndex"	"GpsT.UTC"	"GpsT"	"Latitude"	"Longitude"	"Speed"	"Heading"	"Status"	"Final.T.ID"	"ONSEQ_ID"	"Platform"	"Port.Obs"	"Stbd.Obs"	"E_Instr"	"Data"	"Port.Vis"	"Bf"	"Stbd.Vis"	"Swell"	"Glare"	"L.G.Limit"	"R.G.Limit"	"CloudCover"	"Precip"	"iteration"
"MB"	733	2021-07-09 18:45:23	2021-07-09 11:45:23	49.2867816666667	-123.167783333333	10.01	269.56	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	734	2021-07-09 18:45:33	2021-07-09 11:45:33	49.2867916666667	-123.168493333333	10.04	271.92	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	735	2021-07-09 18:45:43	2021-07-09 11:45:43	49.2868383333333	-123.169185	9.81	275.17	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	736	2021-07-09 18:45:53	2021-07-09 11:45:53	49.2868866666667	-123.169881666667	9.84	275.35	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	737	2021-07-09 18:46:03	2021-07-09 11:46:03	49.286915	-123.17059	10.05	271.36	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	738	2021-07-09 18:46:13	2021-07-09 11:46:13	49.28692	-123.1713	9.91	270.78	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	739	2021-07-09 18:46:23	2021-07-09 11:46:23	49.2869466666667	-123.172003333333	9.71	275.92	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	740	2021-07-09 18:46:33	2021-07-09 11:46:33	49.28699	-123.172708333333	9.86	277.36	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	741	2021-07-09 18:46:43	2021-07-09 11:46:43	49.2870483333333	-123.173405	9.86	278.67	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	742	2021-07-09 18:46:53	2021-07-09 11:46:53	49.2870966666667	-123.174095	9.71	273.33	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	743	2021-07-09 18:47:03	2021-07-09 11:47:03	49.28711	-123.174781666667	9.91	269.9	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	744	2021-07-09 18:47:13	2021-07-09 11:47:13	49.2871133333333	-123.175458333333	9.59	272.4	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	745	2021-07-09 18:47:23	2021-07-09 11:47:23	49.2871416666667	-123.176135	9.54	274.04	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	746	2021-07-09 18:47:33	2021-07-09 11:47:33	49.2871716666667	-123.176816666667	9.71	272.42	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	747	2021-07-09 18:47:43	2021-07-09 11:47:43	49.287175	-123.177486666667	9.46	269.82	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	748	2021-07-09 18:47:53	2021-07-09 11:47:53	49.2871683333333	-123.178151666667	9.28	271.54	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	749	2021-07-09 18:48:03	2021-07-09 11:48:03	49.2871016666667	-123.17883	9.96	255.51	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	750	2021-07-09 18:48:13	2021-07-09 11:48:13	49.286965	-123.179501666667	9.64	251.58	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	751	2021-07-09 18:48:23	2021-07-09 11:48:23	49.2868133333333	-123.18015	9.73	250.4	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	752	2021-07-09 18:48:33	2021-07-09 11:48:33	49.286655	-123.180795	9.8	247.16	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	753	2021-07-09 18:48:41	2021-07-09 11:48:41	49.2865233333333	-123.181303333333	9.56	253.68	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	754	2021-07-09 18:48:51	2021-07-09 11:48:51	49.28652	-123.181961666667	9.73	276.24	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	755	2021-07-09 18:48:53	2021-07-09 11:48:53	49.2865333333333	-123.182101666667	9.78	276.62	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	756	2021-07-09 18:49:03	2021-07-09 11:49:03	49.2865683333333	-123.182773333333	9.46	266.51	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	757	2021-07-09 18:49:13	2021-07-09 11:49:13	49.2864883333333	-123.183431666667	9.74	257.17	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	758	2021-07-09 18:49:23	2021-07-09 11:49:23	49.2863633333333	-123.184081666667	9.58	249.59	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	759	2021-07-09 18:49:33	2021-07-09 11:49:33	49.2862083333333	-123.18473	9.67	250.25	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	760	2021-07-09 18:49:43	2021-07-09 11:49:43	49.286055	-123.185406666667	10.51	251.15	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	761	2021-07-09 18:49:53	2021-07-09 11:49:53	49.2859133333333	-123.186106666667	10.08	258.67	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	762	2021-07-09 18:50:03	2021-07-09 11:50:03	49.2858966666667	-123.18681	10.23	271.81	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	763	2021-07-09 18:50:13	2021-07-09 11:50:13	49.2859416666667	-123.18752	10.34	276.77	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	764	2021-07-09 18:50:23	2021-07-09 11:50:23	49.2860183333333	-123.188208333333	9.83	277.59	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	765	2021-07-09 18:50:33	2021-07-09 11:50:33	49.28608	-123.188916666667	10.23	280.33	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	766	2021-07-09 18:50:43	2021-07-09 11:50:43	49.28615	-123.189655	10.34	280.32	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	767	2021-07-09 18:50:53	2021-07-09 11:50:53	49.2862533333333	-123.190373333333	10.21	283.07	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	768	2021-07-09 18:51:03	2021-07-09 11:51:03	49.28637	-123.191076666667	10.29	283.21	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	769	2021-07-09 18:51:13	2021-07-09 11:51:13	49.286475	-123.191788333333	10.18	282.01	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	770	2021-07-09 18:51:23	2021-07-09 11:51:23	49.2865683333333	-123.192501666667	9.99	277.61	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	771	2021-07-09 18:51:33	2021-07-09 11:51:33	49.2866566666667	-123.193215	10.21	282.55	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	772	2021-07-09 18:51:43	2021-07-09 11:51:43	49.28678	-123.193921666667	10.18	284.08	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	773	2021-07-09 18:51:53	2021-07-09 11:51:53	49.2868783333333	-123.194626666667	10.34	280.19	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	774	2021-07-09 18:52:03	2021-07-09 11:52:03	49.286955	-123.19535	10.34	276.91	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	775	2021-07-09 18:52:13	2021-07-09 11:52:13	49.2870133333333	-123.196075	10.33	278.62	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	776	2021-07-09 18:52:23	2021-07-09 11:52:23	49.2870683333333	-123.196783333333	10.38	277.25	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	777	2021-07-09 18:52:33	2021-07-09 11:52:33	49.2871166666667	-123.197501666667	10.22	275.81	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	778	2021-07-09 18:52:43	2021-07-09 11:52:43	49.2871533333333	-123.198223333333	10.27	274.27	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	779	2021-07-09 18:52:53	2021-07-09 11:52:53	49.287185	-123.19894	10.15	276.3	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	780	2021-07-09 18:53:03	2021-07-09 11:53:03	49.287175	-123.199648333333	10.19	260.62	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	781	2021-07-09 18:53:13	2021-07-09 11:53:13	49.28719	-123.200326666667	9.92	279.38	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	782	2021-07-09 18:53:23	2021-07-09 11:53:23	49.2872583333333	-123.201025	10.07	276.14	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	783	2021-07-09 18:53:33	2021-07-09 11:53:33	49.2873266666667	-123.201725	10.03	277.79	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	784	2021-07-09 18:53:43	2021-07-09 11:53:43	49.287365	-123.202441666667	10.32	270.37	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	785	2021-07-09 18:53:53	2021-07-09 11:53:53	49.28739	-123.203163333333	10.03	274.93	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	786	2021-07-09 18:53:56	2021-07-09 11:53:56	49.2873983333333	-123.203376666667	10.05	275.66	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	787	2021-07-09 18:54:06	2021-07-09 11:54:06	49.28746	-123.204081666667	10.05	277.56	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	788	2021-07-09 18:54:16	2021-07-09 11:54:16	49.2875183333333	-123.20478	9.92	278.51	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	789	2021-07-09 18:54:23	2021-07-09 11:54:23	49.2875766666667	-123.205263333333	9.8	281.32	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	790	2021-07-09 18:54:33	2021-07-09 11:54:33	49.2877033333333	-123.205945	9.96	289.36	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	791	2021-07-09 18:54:43	2021-07-09 11:54:43	49.2878133333333	-123.20663	10.05	277.77	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	792	2021-07-09 18:54:53	2021-07-09 11:54:53	49.2878816666667	-123.207333333333	10.04	280.61	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	793	2021-07-09 18:55:03	2021-07-09 11:55:03	49.28794	-123.208033333333	10.01	275.52	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	794	2021-07-09 18:55:13	2021-07-09 11:55:13	49.2879833333333	-123.208731666667	9.79	276.48	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	795	2021-07-09 18:55:23	2021-07-09 11:55:23	49.288035	-123.209428333333	9.91	276.26	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	796	2021-07-09 18:55:33	2021-07-09 11:55:33	49.288085	-123.210125	9.91	276.71	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	797	2021-07-09 18:55:43	2021-07-09 11:55:43	49.288135	-123.210823333333	10.01	274.4	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	798	2021-07-09 18:55:53	2021-07-09 11:55:53	49.28817	-123.211531666667	9.95	275.31	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	799	2021-07-09 18:56:03	2021-07-09 11:56:03	49.2882	-123.212245	9.9	273.14	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	800	2021-07-09 18:56:13	2021-07-09 11:56:13	49.2882333333333	-123.212935	9.91	274.94	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	801	2021-07-09 18:56:23	2021-07-09 11:56:23	49.2882466666667	-123.213648333333	9.98	271.92	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	802	2021-07-09 18:56:33	2021-07-09 11:56:33	49.28829	-123.214341666667	10.06	276.75	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	803	2021-07-09 18:56:43	2021-07-09 11:56:43	49.2883516666667	-123.21503	9.97	275.89	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	804	2021-07-09 18:56:53	2021-07-09 11:56:53	49.28841	-123.215721666667	9.99	278.87	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	805	2021-07-09 18:57:03	2021-07-09 11:57:03	49.2885	-123.216423333333	10.08	278.75	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	806	2021-07-09 18:57:13	2021-07-09 11:57:13	49.28859	-123.217126666667	10	278.91	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	807	2021-07-09 18:57:23	2021-07-09 11:57:23	49.2886716666667	-123.217806666667	10	280.3	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	808	2021-07-09 18:57:33	2021-07-09 11:57:33	49.28875	-123.218501666667	10	279	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	809	2021-07-09 18:57:43	2021-07-09 11:57:43	49.2888233333333	-123.219201666667	9.82	277.49	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	810	2021-07-09 18:57:53	2021-07-09 11:57:53	49.2888766666667	-123.219895	9.94	276.82	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	811	2021-07-09 18:58:03	2021-07-09 11:58:03	49.2889133333333	-123.220581666667	9.93	272.63	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	812	2021-07-09 18:58:13	2021-07-09 11:58:13	49.288955	-123.221343333333	9.94	278.66	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	813	2021-07-09 18:58:23	2021-07-09 11:58:23	49.2890116666667	-123.221975	9.89	276.89	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	814	2021-07-09 18:58:33	2021-07-09 11:58:33	49.289055	-123.222668333333	10.03	275.4	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	815	2021-07-09 18:58:43	2021-07-09 11:58:43	49.2891016666667	-123.223355	9.76	278.4	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	816	2021-07-09 18:58:53	2021-07-09 11:58:53	49.2891933333333	-123.224028333333	9.65	282.16	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	817	2021-07-09 18:59:03	2021-07-09 11:59:03	49.28932	-123.224696666667	9.77	286.97	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	818	2021-07-09 18:59:11	2021-07-09 11:59:11	49.2894366666667	-123.22523	9.85	287.93	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	819	2021-07-09 18:59:21	2021-07-09 11:59:21	49.2895783333333	-123.225901666667	9.82	287.35	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	820	2021-07-09 18:59:23	2021-07-09 11:59:23	49.289605	-123.226038333333	10.04	286.84	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	821	2021-07-09 18:59:33	2021-07-09 11:59:33	49.289755	-123.22679	9.81	287.21	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	822	2021-07-09 18:59:43	2021-07-09 11:59:43	49.28988	-123.22747	9.85	283.42	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	823	2021-07-09 18:59:53	2021-07-09 11:59:53	49.2899466666667	-123.228056666667	9.78	275.02	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
"MB"	824	2021-07-09 19:00:03	2021-07-09 12:00:03	49.2899516666667	-123.228811666667	9.73	266.96	"ON"	"1"	2	"Bo"	"EKeppel"	"CMcMillan"	"Bi"	"LSpaven"	"G&E"	2	"G&E"	"No swell"	"None"	NA	NA	"0%-25%"	"Clear"	12
