"Vessel"	"GPSIndex"	"GpsT.UTC"	"GpsT"	"Latitude"	"Longitude"	"Speed"	"Heading"	"Status"	"Final.T.ID"	"ONSEQ_ID"	"Platform"	"Port.Obs"	"Stbd.Obs"	"E_Instr"	"Data"	"Port.Vis"	"Bf"	"Stbd.Vis"	"Swell"	"Glare"	"L.G.Limit"	"R.G.Limit"	"CloudCover"	"Precip"	"iteration"
"MB"	7373	2021-07-11 17:47:46	2021-07-11 10:47:46	48.3981933333333	-124.357265	10.38	28.57	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7374	2021-07-11 17:47:56	2021-07-11 10:47:56	48.3986216666667	-124.356936666667	10.69	24.96	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7375	2021-07-11 17:48:06	2021-07-11 10:48:06	48.3990566666667	-124.356628333333	10.35	24.19	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7376	2021-07-11 17:48:11	2021-07-11 10:48:11	48.3992783333333	-124.356481666667	10.92	22.69	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7377	2021-07-11 17:48:16	2021-07-11 10:48:16	48.399505	-124.356348333333	10.39	17.69	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7378	2021-07-11 17:48:26	2021-07-11 10:48:26	48.399975	-124.356148333333	10.85	10.42	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7379	2021-07-11 17:48:36	2021-07-11 10:48:36	48.4004666666667	-124.356026666667	11.38	9.63	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7380	2021-07-11 17:48:46	2021-07-11 10:48:46	48.4009566666667	-124.355935	10.54	7.74	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7381	2021-07-11 17:48:56	2021-07-11 10:48:56	48.4014633333333	-124.3559	11.44	357.2	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7382	2021-07-11 17:49:06	2021-07-11 10:49:06	48.401985	-124.355988333333	11.65	351.69	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7383	2021-07-11 17:49:16	2021-07-11 10:49:16	48.40252	-124.356098333333	11.83	351.68	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7384	2021-07-11 17:49:26	2021-07-11 10:49:26	48.4030416666667	-124.356206666667	11.08	347.94	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7385	2021-07-11 17:49:36	2021-07-11 10:49:36	48.403565	-124.356305	11.62	351.93	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7386	2021-07-11 17:49:46	2021-07-11 10:49:46	48.40409	-124.356395	11.83	350.91	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7387	2021-07-11 17:49:57	2021-07-11 10:49:57	48.4046083333333	-124.35651	10.6	352.4	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7388	2021-07-11 17:50:07	2021-07-11 10:50:07	48.405105	-124.356613333333	10.22	352.44	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7389	2021-07-11 17:50:16	2021-07-11 10:50:16	48.4055833333333	-124.356671666667	10.61	355.6	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7390	2021-07-11 17:50:26	2021-07-11 10:50:26	48.4060916666667	-124.356746666667	10.59	353.88	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7391	2021-07-11 17:50:37	2021-07-11 10:50:37	48.40656	-124.356765	10.57	5.26	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7392	2021-07-11 17:50:46	2021-07-11 10:50:46	48.4070266666667	-124.356726666667	10.58	355.09	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7393	2021-07-11 17:50:57	2021-07-11 10:50:57	48.4075116666667	-124.356851666667	10.56	349.52	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7394	2021-07-11 17:51:07	2021-07-11 10:51:07	48.4079933333333	-124.357005	10.68	348.94	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7395	2021-07-11 17:51:17	2021-07-11 10:51:17	48.4084766666667	-124.357135	10.48	351.03	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7396	2021-07-11 17:51:27	2021-07-11 10:51:27	48.4089083333333	-124.357241666667	10.61	351.34	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7397	2021-07-11 17:51:37	2021-07-11 10:51:37	48.40946	-124.35737	11.49	349.15	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7398	2021-07-11 17:51:47	2021-07-11 10:51:47	48.4099633333333	-124.357578333333	11	342.47	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7399	2021-07-11 17:51:57	2021-07-11 10:51:57	48.4104066666667	-124.35785	10.2	340.48	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7400	2021-07-11 17:52:07	2021-07-11 10:52:07	48.410875	-124.358106666667	11.02	339.51	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7401	2021-07-11 17:52:17	2021-07-11 10:52:17	48.41134	-124.358383333333	11.27	337.93	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7402	2021-07-11 17:52:27	2021-07-11 10:52:27	48.4118066666667	-124.358663333333	10.55	340.45	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7403	2021-07-11 17:52:37	2021-07-11 10:52:37	48.412285	-124.358921666667	10.87	340.98	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7404	2021-07-11 17:52:47	2021-07-11 10:52:47	48.4127483333333	-124.359183333333	11.61	341.67	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7405	2021-07-11 17:52:57	2021-07-11 10:52:57	48.41322	-124.359423333333	10.67	341.77	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7406	2021-07-11 17:53:07	2021-07-11 10:53:07	48.4137066666667	-124.359668333333	11.12	339.53	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7407	2021-07-11 17:53:17	2021-07-11 10:53:17	48.414175	-124.359958333333	11.17	335.25	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7408	2021-07-11 17:53:26	2021-07-11 10:53:26	48.414645	-124.36028	10.94	335.01	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7409	2021-07-11 17:53:36	2021-07-11 10:53:36	48.415105	-124.360623333333	11.05	333.35	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7410	2021-07-11 17:53:46	2021-07-11 10:53:46	48.4155733333333	-124.360925	11.03	336.55	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7411	2021-07-11 17:53:57	2021-07-11 10:53:57	48.416035	-124.361181666667	10.45	345.64	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7412	2021-07-11 17:54:07	2021-07-11 10:54:07	48.4165083333333	-124.361345	10.49	354.35	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7413	2021-07-11 17:54:17	2021-07-11 10:54:17	48.4169633333333	-124.361293333333	10.44	8.52	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7414	2021-07-11 17:54:27	2021-07-11 10:54:27	48.4173733333333	-124.361073333333	9.85	17.61	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7415	2021-07-11 17:54:37	2021-07-11 10:54:37	48.4177833333333	-124.360823333333	9.29	22.78	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7416	2021-07-11 17:54:47	2021-07-11 10:54:47	48.4181383333333	-124.36049	8.43	37.46	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7417	2021-07-11 17:54:57	2021-07-11 10:54:57	48.4184016666667	-124.360031666667	8.9	54.03	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7418	2021-07-11 17:55:07	2021-07-11 10:55:07	48.4186266666667	-124.359531666667	8.65	55.99	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7419	2021-07-11 17:55:17	2021-07-11 10:55:17	48.4188783333333	-124.35906	8.35	48.5	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7420	2021-07-11 17:55:27	2021-07-11 10:55:27	48.41914	-124.358575	8.47	48.94	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7421	2021-07-11 17:55:37	2021-07-11 10:55:37	48.4193966666667	-124.358066666667	8.8	43.93	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7422	2021-07-11 17:55:47	2021-07-11 10:55:47	48.4196516666667	-124.357686666667	8.93	48.13	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7423	2021-07-11 17:55:57	2021-07-11 10:55:57	48.4199033333333	-124.357211666667	8.06	53.84	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7424	2021-07-11 17:56:07	2021-07-11 10:56:07	48.4201433333333	-124.356716666667	8.32	53.06	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7425	2021-07-11 17:56:17	2021-07-11 10:56:17	48.420395	-124.356243333333	8.52	56.84	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7426	2021-07-11 17:56:27	2021-07-11 10:56:27	48.4206416666667	-124.355776666667	8.49	43.69	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7427	2021-07-11 17:56:37	2021-07-11 10:56:37	48.4209483333333	-124.355368333333	8.62	42.25	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7428	2021-07-11 17:56:47	2021-07-11 10:56:47	48.42122	-124.35492	8.15	44.15	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7429	2021-07-11 17:56:57	2021-07-11 10:56:57	48.421525	-124.354513333333	10.13	36.99	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7430	2021-07-11 17:57:07	2021-07-11 10:57:07	48.42187	-124.354158333333	9.58	37.63	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7431	2021-07-11 17:57:17	2021-07-11 10:57:17	48.4222033333333	-124.353768333333	9.36	41.59	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7432	2021-07-11 17:57:27	2021-07-11 10:57:27	48.4225466666667	-124.353395	9.13	33.41	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7433	2021-07-11 17:57:37	2021-07-11 10:57:37	48.4229083333333	-124.35305	10.35	34.09	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7434	2021-07-11 17:57:47	2021-07-11 10:57:47	48.4232533333333	-124.352676666667	9.62	30.89	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7435	2021-07-11 17:57:57	2021-07-11 10:57:57	48.4236266666667	-124.352371666667	9.18	25.41	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7436	2021-07-11 17:58:07	2021-07-11 10:58:07	48.4240316666667	-124.352113333333	9.6	21.55	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7437	2021-07-11 17:58:17	2021-07-11 10:58:17	48.4244666666667	-124.351906666667	9.95	14.27	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7438	2021-07-11 17:58:27	2021-07-11 10:58:27	48.4248933333333	-124.351703333333	9.83	14.55	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7439	2021-07-11 17:58:37	2021-07-11 10:58:37	48.4253366666667	-124.351525	10.38	12.68	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7440	2021-07-11 17:58:41	2021-07-11 10:58:41	48.4255566666667	-124.351426666667	9.46	16.06	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7441	2021-07-11 17:58:47	2021-07-11 10:58:47	48.42577	-124.351336666667	10.08	11.93	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7442	2021-07-11 17:58:57	2021-07-11 10:58:57	48.42622	-124.3512	10.19	9.34	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7443	2021-07-11 17:59:07	2021-07-11 10:59:07	48.4266866666667	-124.351141666667	10.35	2.32	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7444	2021-07-11 17:59:17	2021-07-11 10:59:17	48.4271583333333	-124.351155	10.36	358.49	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7445	2021-07-11 17:59:27	2021-07-11 10:59:27	48.4276833333333	-124.351181666667	10.47	358.92	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7446	2021-07-11 17:59:37	2021-07-11 10:59:37	48.4281666666667	-124.351241666667	10.73	355.29	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7447	2021-07-11 17:59:47	2021-07-11 10:59:47	48.42866	-124.351361666667	10.97	351.13	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7448	2021-07-11 17:59:57	2021-07-11 10:59:57	48.4291383333333	-124.351533333333	10.5	345.34	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7449	2021-07-11 18:00:07	2021-07-11 11:00:07	48.42961	-124.351738333333	10.23	346.86	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7450	2021-07-11 18:00:17	2021-07-11 11:00:17	48.4300966666667	-124.351938333333	10.51	347.72	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7451	2021-07-11 18:00:27	2021-07-11 11:00:27	48.43057	-124.352123333333	10.67	343.52	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7452	2021-07-11 18:00:37	2021-07-11 11:00:37	48.4310283333333	-124.352338333333	11.2	340.25	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7453	2021-07-11 18:00:47	2021-07-11 11:00:47	48.4315083333333	-124.352585	10.5	342.92	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7454	2021-07-11 18:00:57	2021-07-11 11:00:57	48.4319833333333	-124.352795	10.55	346.63	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7455	2021-07-11 18:01:07	2021-07-11 11:01:07	48.4324683333333	-124.35299	11.29	344.63	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7456	2021-07-11 18:01:17	2021-07-11 11:01:17	48.4329533333333	-124.35323	10.88	339.56	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7457	2021-07-11 18:01:27	2021-07-11 11:01:27	48.4334333333333	-124.353446666667	10.73	344.76	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7458	2021-07-11 18:01:37	2021-07-11 11:01:37	48.4339133333333	-124.353631666667	11.04	342.48	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7459	2021-07-11 18:01:47	2021-07-11 11:01:47	48.4343933333333	-124.353866666667	11.07	342.56	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7460	2021-07-11 18:01:57	2021-07-11 11:01:57	48.4348583333333	-124.35405	10.45	345	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7461	2021-07-11 18:02:07	2021-07-11 11:02:07	48.4353383333333	-124.354241666667	11.4	342.61	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7462	2021-07-11 18:02:17	2021-07-11 11:02:17	48.43582	-124.354423333333	10.77	343.19	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
"MB"	7463	2021-07-11 18:02:27	2021-07-11 11:02:27	48.4362966666667	-124.354651666667	11.02	342.95	"ON"	"29"	34	"Bo"	"SHrushowy"	"EKeppel"	"Bi"	"LSpaven"	"G&E"	3	"G&E"	"Low <1 m"	"None"	NA	NA	"100%"	"Clear"	12
